RecordDate,AgencyName,FiscalYear,RestatementFlag,Measures,Amount (in Billions)
2005-09-30,Department of Transportation,2005,Y,Net Cost,56.1
2005-09-30,Department of Labor,2005,Y,Gross Cost,58.6
2005-09-30,Department of Labor,2005,Y,Earned Revenue,NA
2005-09-30,Department of Labor,2005,Y,Subtotal,NA
2005-09-30,Department of Labor,2005,Y,Change in Assumptions,NA
2005-09-30,Department of Labor,2005,Y,Net Cost,58.6
2005-09-30,Department of Energy,2005,Y,Gross Cost,27.3
2005-09-30,Department of Energy,2005,Y,Earned Revenue,4.9
2005-09-30,Department of Energy,2005,Y,Subtotal,NA
2005-09-30,Department of Energy,2005,Y,Change in Assumptions,NA
2005-09-30,Department of Energy,2005,Y,Net Cost,22.4
2005-09-30,Department of Housing and Urban Development,2005,Y,Gross Cost,41.8
2005-09-30,Department of Housing and Urban Development,2005,Y,Earned Revenue,1.3
2005-09-30,Department of Housing and Urban Development,2005,Y,Subtotal,NA
2005-09-30,Department of Housing and Urban Development,2005,Y,Change in Assumptions,NA
2005-09-30,Department of Housing and Urban Development,2005,Y,Net Cost,40.5
2005-09-30,Department of Justice,2005,Y,Gross Cost,35.4
2005-09-30,Department of Justice,2005,Y,Earned Revenue,0.8
2005-09-30,Department of Justice,2005,Y,Subtotal,NA
2005-09-30,Department of Justice,2005,Y,Change in Assumptions,NA
2005-09-30,Department of Justice,2005,Y,Net Cost,34.6
2005-09-30,Office of Personnel Management,2005,Y,Gross Cost,22.3
2005-09-30,Office of Personnel Management,2005,Y,Earned Revenue,13.9
2005-09-30,Office of Personnel Management,2005,Y,Subtotal,NA
2005-09-30,Office of Personnel Management,2005,Y,Change in Assumptions,NA
2005-09-30,Office of Personnel Management,2005,Y,Net Cost,8.4
2005-09-30,National Aeronautics and Space Administration,2005,Y,Gross Cost,17.3
2005-09-30,National Aeronautics and Space Administration,2005,Y,Earned Revenue,0.1
2005-09-30,National Aeronautics and Space Administration,2005,Y,Subtotal,NA
2005-09-30,National Aeronautics and Space Administration,2005,Y,Change in Assumptions,NA
2005-09-30,National Aeronautics and Space Administration,2005,Y,Net Cost,17.2
2005-09-30,Department of the Interior,2005,Y,Gross Cost,18.8
2005-09-30,Department of the Interior,2005,Y,Earned Revenue,2.2
2005-09-30,Department of the Interior,2005,Y,Subtotal,NA
2005-09-30,Department of the Interior,2005,Y,Change in Assumptions,NA
2005-09-30,Department of the Interior,2005,Y,Net Cost,16.6
2005-09-30,Department of State,2005,Y,Gross Cost,13.9
2005-09-30,Department of State,2005,Y,Earned Revenue,1.3
2005-09-30,Department of State,2005,Y,Subtotal,NA
2005-09-30,Department of State,2005,Y,Change in Assumptions,NA
2005-09-30,Department of State,2005,Y,Net Cost,12.6
2005-09-30,Agency for International Development,2005,Y,Gross Cost,10.7
2005-09-30,Agency for International Development,2005,Y,Earned Revenue,0.1
2005-09-30,Agency for International Development,2005,Y,Subtotal,NA
2005-09-30,Agency for International Development,2005,Y,Change in Assumptions,NA
2005-09-30,Agency for International Development,2005,Y,Net Cost,10.6
2005-09-30,Railroad Retirement Board,2005,Y,Gross Cost,9.3
2005-09-30,Railroad Retirement Board,2005,Y,Earned Revenue,NA
2005-09-30,Railroad Retirement Board,2005,Y,Subtotal,NA
2005-09-30,Railroad Retirement Board,2005,Y,Change in Assumptions,NA
2005-09-30,Railroad Retirement Board,2005,Y,Net Cost,9.3
2005-09-30,Environmental Protection Agency,2005,Y,Gross Cost,9.5
2005-09-30,Environmental Protection Agency,2005,Y,Earned Revenue,0.3
2005-09-30,Environmental Protection Agency,2005,Y,Subtotal,NA
2005-09-30,Environmental Protection Agency,2005,Y,Change in Assumptions,NA
2005-09-30,Environmental Protection Agency,2005,Y,Net Cost,9.2
2005-09-30,Department of Commerce,2005,Y,Gross Cost,9.1
2005-09-30,Department of Commerce,2005,Y,Earned Revenue,1.4
2005-09-30,Department of Commerce,2005,Y,Subtotal,NA
2005-09-30,Department of Commerce,2005,Y,Change in Assumptions,NA
2005-09-30,Department of Commerce,2005,Y,Net Cost,7.7
2005-09-30,Federal Communications Commission,2005,Y,Gross Cost,7.6
2005-09-30,Federal Communications Commission,2005,Y,Earned Revenue,0.8
2005-09-30,Federal Communications Commission,2005,Y,Subtotal,NA
2005-09-30,Federal Communications Commission,2005,Y,Change in Assumptions,NA
2005-09-30,Federal Communications Commission,2005,Y,Net Cost,6.8
2005-09-30,National Science Foundation,2005,Y,Gross Cost,5.2
2005-09-30,National Science Foundation,2005,Y,Earned Revenue,NA
2005-09-30,National Science Foundation,2005,Y,Subtotal,NA
2005-09-30,National Science Foundation,2005,Y,Change in Assumptions,NA
2005-09-30,National Science Foundation,2005,Y,Net Cost,5.2
2005-09-30,Federal Deposit Insurance Corporation,2005,Y,Gross Cost,0.8
2005-09-30,Federal Deposit Insurance Corporation,2005,Y,Earned Revenue,0.2
2005-09-30,Federal Deposit Insurance Corporation,2005,Y,Subtotal,NA
2005-09-30,Federal Deposit Insurance Corporation,2005,Y,Change in Assumptions,NA
2005-09-30,Federal Deposit Insurance Corporation,2005,Y,Net Cost,0.6
2005-09-30,Small Business Administration,2005,Y,Gross Cost,2.1
2005-09-30,Small Business Administration,2005,Y,Earned Revenue,0.5
2005-09-30,Small Business Administration,2005,Y,Subtotal,NA
2005-09-30,Small Business Administration,2005,Y,Change in Assumptions,NA
2005-09-30,Small Business Administration,2005,Y,Net Cost,1.6
2005-09-30,Pension Benefit Guaranty Corporation,2005,Y,Gross Cost,16.9
2005-09-30,Pension Benefit Guaranty Corporation,2005,Y,Earned Revenue,3.9
2005-09-30,Pension Benefit Guaranty Corporation,2005,Y,Subtotal,NA
2005-09-30,Pension Benefit Guaranty Corporation,2005,Y,Change in Assumptions,NA
2005-09-30,Pension Benefit Guaranty Corporation,2005,Y,Net Cost,13
2005-09-30,U.S. Nuclear Regulatory Commission,2005,Y,Gross Cost,0.8
2005-09-30,U.S. Nuclear Regulatory Commission,2005,Y,Earned Revenue,0.5
2005-09-30,U.S. Nuclear Regulatory Commission,2005,Y,Subtotal,NA
2005-09-30,U.S. Nuclear Regulatory Commission,2005,Y,Change in Assumptions,NA
2005-09-30,U.S. Nuclear Regulatory Commission,2005,Y,Net Cost,0.3
2005-09-30,Tennessee Valley Authority,2005,Y,Gross Cost,8.6
2005-09-30,Tennessee Valley Authority,2005,Y,Earned Revenue,8.3
2005-09-30,Tennessee Valley Authority,2005,Y,Subtotal,NA
2005-09-30,Tennessee Valley Authority,2005,Y,Change in Assumptions,NA
2005-09-30,Tennessee Valley Authority,2005,Y,Net Cost,0.3
2005-09-30,National Credit Union Administration,2005,Y,Gross Cost,0.2
2005-09-30,National Credit Union Administration,2005,Y,Earned Revenue,0.1
2005-09-30,National Credit Union Administration,2005,Y,Subtotal,NA
2005-09-30,National Credit Union Administration,2005,Y,Change in Assumptions,NA
2005-09-30,National Credit Union Administration,2005,Y,Net Cost,0.1
2005-09-30,General Services Administration,2005,Y,Gross Cost,NA
2005-09-30,General Services Administration,2005,Y,Earned Revenue,0.5
2005-09-30,General Services Administration,2005,Y,Subtotal,NA
2005-09-30,General Services Administration,2005,Y,Change in Assumptions,NA
2005-09-30,General Services Administration,2005,Y,Net Cost,-0.5
2005-09-30,Export-Import Bank of the United States,2005,Y,Gross Cost,1.3
2005-09-30,Export-Import Bank of the United States,2005,Y,Earned Revenue,2.7
2005-09-30,Export-Import Bank of the United States,2005,Y,Subtotal,NA
2005-09-30,Export-Import Bank of the United States,2005,Y,Change in Assumptions,NA
2005-09-30,Export-Import Bank of the United States,2005,Y,Net Cost,-1.4
2005-09-30,U.S. Postal Service,2005,Y,Gross Cost,54
2005-09-30,U.S. Postal Service,2005,Y,Earned Revenue,68
2005-09-30,U.S. Postal Service,2005,Y,Subtotal,NA
2005-09-30,U.S. Postal Service,2005,Y,Change in Assumptions,NA
2005-09-30,U.S. Postal Service,2005,Y,Net Cost,-14
2005-09-30,All other entities,2005,Y,Gross Cost,30.6
2005-09-30,All other entities,2005,Y,Earned Revenue,11.1
2005-09-30,All other entities,2005,Y,Subtotal,NA
2005-09-30,All other entities,2005,Y,Change in Assumptions,NA
2005-09-30,All other entities,2005,Y,Net Cost,19.5
2005-09-30,Total,2005,Y,Gross Cost,2732
2005-09-30,Total,2005,Y,Earned Revenue,207.1
2005-09-30,Total,2005,Y,Subtotal,NA
2005-09-30,Total,2005,Y,Change in Assumptions,NA
2005-09-30,Total,2005,Y,Net Cost,2524.9
2004-09-30,Department of Defense,2004,N,Gross Cost,672.1
2004-09-30,Department of Defense,2004,N,Earned Revenue,22.3
2004-09-30,Department of Defense,2004,N,Subtotal,NA
2004-09-30,Department of Defense,2004,N,Change in Assumptions,NA
2004-09-30,Department of Defense,2004,N,Net Cost,649.8
2004-09-30,Department of Health & Human Services,2004,N,Gross Cost,583.9
2004-09-30,Department of Health & Human Services,2004,N,Earned Revenue,33.4
2004-09-30,Department of Health & Human Services,2004,N,Subtotal,NA
2004-09-30,Department of Health & Human Services,2004,N,Change in Assumptions,NA
2004-09-30,Department of Health & Human Services,2004,N,Net Cost,550.5
2004-09-30,Social Security Administration,2004,N,Gross Cost,534.9
2004-09-30,Social Security Administration,2004,N,Earned Revenue,2.6
2004-09-30,Social Security Administration,2004,N,Subtotal,NA
2004-09-30,Social Security Administration,2004,N,Change in Assumptions,NA
2004-09-30,Social Security Administration,2004,N,Net Cost,532.3
2004-09-30,Interest on Treasury Securities held by the public,2004,N,Gross Cost,158.3
2004-09-30,Interest on Treasury Securities held by the public,2004,N,Earned Revenue,NA
2004-09-30,Interest on Treasury Securities held by the public,2004,N,Subtotal,NA
2004-09-30,Interest on Treasury Securities held by the public,2004,N,Change in Assumptions,NA
2004-09-30,Interest on Treasury Securities held by the public,2004,N,Net Cost,158.3
2004-09-30,Department of Agriculture,2004,N,Gross Cost,84.1
2004-09-30,Department of Agriculture,2004,N,Earned Revenue,7.6
2004-09-30,Department of Agriculture,2004,N,Subtotal,NA
2004-09-30,Department of Agriculture,2004,N,Change in Assumptions,NA
2004-09-30,Department of Agriculture,2004,N,Net Cost,76.5
2004-09-30,Department of the Treasury,2004,N,Gross Cost,79.2
2004-09-30,Department of the Treasury,2004,N,Earned Revenue,4
2004-09-30,Department of the Treasury,2004,N,Subtotal,NA
2004-09-30,Department of the Treasury,2004,N,Change in Assumptions,NA
2004-09-30,Department of the Treasury,2004,N,Net Cost,75.2
2004-09-30,Department of Education,2004,N,Gross Cost,63.9
2004-09-30,Department of Education,2004,N,Earned Revenue,4.8
2004-09-30,Department of Education,2004,N,Subtotal,NA
2004-09-30,Department of Education,2004,N,Change in Assumptions,NA
2004-09-30,Department of Education,2004,N,Net Cost,59.1
2004-09-30,Department of Labor,2004,N,Gross Cost,58.6
2004-09-30,Department of Labor,2004,N,Earned Revenue,NA
2004-09-30,Department of Labor,2004,N,Subtotal,NA
2004-09-30,Department of Labor,2004,N,Change in Assumptions,NA
2004-09-30,Department of Labor,2004,N,Net Cost,58.6
2004-09-30,Department of Transportation,2004,N,Gross Cost,56.7
2004-09-30,Department of Transportation,2004,N,Earned Revenue,0.6
2004-09-30,Department of Transportation,2004,N,Subtotal,NA
2004-09-30,Department of Transportation,2004,N,Change in Assumptions,NA
2004-09-30,Department of Transportation,2004,N,Net Cost,56.1
2004-09-30,Department of Veterans Affairs,2004,N,Gross Cost,51.1
2004-09-30,Department of Veterans Affairs,2004,N,Earned Revenue,3.2
2004-09-30,Department of Veterans Affairs,2004,N,Subtotal,NA
2004-09-30,Department of Veterans Affairs,2004,N,Change in Assumptions,NA
2004-09-30,Department of Veterans Affairs,2004,N,Net Cost,47.9
2004-09-30,Department of Housing and Urban Development,2004,N,Gross Cost,41.8
2004-09-30,Department of Housing and Urban Development,2004,N,Earned Revenue,1.3
2004-09-30,Department of Housing and Urban Development,2004,N,Subtotal,NA
2004-09-30,Department of Housing and Urban Development,2004,N,Change in Assumptions,NA
2004-09-30,Department of Housing and Urban Development,2004,N,Net Cost,40.5
2004-09-30,Department of Homeland Security,2004,N,Gross Cost,45.7
2004-09-30,Department of Homeland Security,2004,N,Earned Revenue,5.7
2004-09-30,Department of Homeland Security,2004,N,Subtotal,NA
2004-09-30,Department of Homeland Security,2004,N,Change in Assumptions,NA
2004-09-30,Department of Homeland Security,2004,N,Net Cost,40
2004-09-30,Department of Justice,2004,N,Gross Cost,35.4
2004-09-30,Department of Justice,2004,N,Earned Revenue,0.8
2004-09-30,Department of Justice,2004,N,Subtotal,NA
2004-09-30,Department of Justice,2004,N,Change in Assumptions,NA
2004-09-30,Department of Justice,2004,N,Net Cost,34.6
2004-09-30,Department of Energy,2004,N,Gross Cost,27.3
2004-09-30,Department of Energy,2004,N,Earned Revenue,4.9
2004-09-30,Department of Energy,2004,N,Subtotal,NA
2004-09-30,Department of Energy,2004,N,Change in Assumptions,NA
2004-09-30,Department of Energy,2004,N,Net Cost,22.4
2004-09-30,National Aeronautics and Space Administration,2004,N,Gross Cost,17.3
2004-09-30,National Aeronautics and Space Administration,2004,N,Earned Revenue,0.1
2004-09-30,National Aeronautics and Space Administration,2004,N,Subtotal,NA
2004-09-30,National Aeronautics and Space Administration,2004,N,Change in Assumptions,NA
2004-09-30,National Aeronautics and Space Administration,2004,N,Net Cost,17.2
2004-09-30,Department of the Interior,2004,N,Gross Cost,18.8
2004-09-30,Department of the Interior,2004,N,Earned Revenue,2.2
2004-09-30,Department of the Interior,2004,N,Subtotal,NA
2004-09-30,Department of the Interior,2004,N,Change in Assumptions,NA
2004-09-30,Department of the Interior,2004,N,Net Cost,16.6
2004-09-30,Pension Benefit Guaranty Corporation,2004,N,Gross Cost,16.9
2004-09-30,Pension Benefit Guaranty Corporation,2004,N,Earned Revenue,3.9
2004-09-30,Pension Benefit Guaranty Corporation,2004,N,Subtotal,NA
2004-09-30,Pension Benefit Guaranty Corporation,2004,N,Change in Assumptions,NA
2004-09-30,Pension Benefit Guaranty Corporation,2004,N,Net Cost,13
2004-09-30,Department of State,2004,N,Gross Cost,13.9
2004-09-30,Department of State,2004,N,Earned Revenue,1.3
2004-09-30,Department of State,2004,N,Subtotal,NA
2004-09-30,Department of State,2004,N,Change in Assumptions,NA
2004-09-30,Department of State,2004,N,Net Cost,12.6
2004-09-30,Agency for International Development,2004,N,Gross Cost,10.7
2004-09-30,Agency for International Development,2004,N,Earned Revenue,0.1
2004-09-30,Agency for International Development,2004,N,Subtotal,NA
2004-09-30,Agency for International Development,2004,N,Change in Assumptions,NA
2004-09-30,Agency for International Development,2004,N,Net Cost,10.6
2004-09-30,Railroad Retirement Board,2004,N,Gross Cost,9.3
2004-09-30,Railroad Retirement Board,2004,N,Earned Revenue,NA
2004-09-30,Railroad Retirement Board,2004,N,Subtotal,NA
2004-09-30,Railroad Retirement Board,2004,N,Change in Assumptions,NA
2004-09-30,Railroad Retirement Board,2004,N,Net Cost,9.3
2004-09-30,Environmental Protection Agency,2004,N,Gross Cost,9.5
2004-09-30,Environmental Protection Agency,2004,N,Earned Revenue,0.3
2004-09-30,Environmental Protection Agency,2004,N,Subtotal,NA
2004-09-30,Environmental Protection Agency,2004,N,Change in Assumptions,NA
2004-09-30,Environmental Protection Agency,2004,N,Net Cost,9.2
2004-09-30,Office of Personnel Management,2004,N,Gross Cost,22.3
2004-09-30,Office of Personnel Management,2004,N,Earned Revenue,13.9
2004-09-30,Office of Personnel Management,2004,N,Subtotal,NA
2004-09-30,Office of Personnel Management,2004,N,Change in Assumptions,NA
2004-09-30,Office of Personnel Management,2004,N,Net Cost,8.4
2004-09-30,Department of Commerce,2004,N,Gross Cost,9.1
2004-09-30,Department of Commerce,2004,N,Earned Revenue,1.4
2004-09-30,Department of Commerce,2004,N,Subtotal,NA
2004-09-30,Department of Commerce,2004,N,Change in Assumptions,NA
2004-09-30,Department of Commerce,2004,N,Net Cost,7.7
2004-09-30,Federal Communications Commission,2004,N,Gross Cost,7.6
2004-09-30,Federal Communications Commission,2004,N,Earned Revenue,0.8
2004-09-30,Federal Communications Commission,2004,N,Subtotal,NA
2004-09-30,Federal Communications Commission,2004,N,Change in Assumptions,NA
2004-09-30,Federal Communications Commission,2004,N,Net Cost,6.8
2004-09-30,National Science Foundation,2004,N,Gross Cost,5.2
2004-09-30,National Science Foundation,2004,N,Earned Revenue,NA
2004-09-30,National Science Foundation,2004,N,Subtotal,NA
2004-09-30,National Science Foundation,2004,N,Change in Assumptions,NA
2004-09-30,National Science Foundation,2004,N,Net Cost,5.2
2004-09-30,Small Business Administration,2004,N,Gross Cost,2.1
2004-09-30,Small Business Administration,2004,N,Earned Revenue,0.5
2004-09-30,Small Business Administration,2004,N,Subtotal,NA
2004-09-30,Small Business Administration,2004,N,Change in Assumptions,NA
2004-09-30,Small Business Administration,2004,N,Net Cost,1.6
2004-09-30,Federal Deposit Insurance Corporation,2004,N,Gross Cost,0.8
2004-09-30,Federal Deposit Insurance Corporation,2004,N,Earned Revenue,0.2
2004-09-30,Federal Deposit Insurance Corporation,2004,N,Subtotal,NA
2004-09-30,Federal Deposit Insurance Corporation,2004,N,Change in Assumptions,NA
2004-09-30,Federal Deposit Insurance Corporation,2004,N,Net Cost,0.6
2004-09-30,Nuclear Regulatory Commission,2004,N,Gross Cost,0.8
2004-09-30,Nuclear Regulatory Commission,2004,N,Earned Revenue,0.5
2004-09-30,Nuclear Regulatory Commission,2004,N,Subtotal,NA
2004-09-30,Nuclear Regulatory Commission,2004,N,Change in Assumptions,NA
2004-09-30,Nuclear Regulatory Commission,2004,N,Net Cost,0.3
2004-09-30,Tennessee Valley Authority,2004,N,Gross Cost,8.6
2004-09-30,Tennessee Valley Authority,2004,N,Earned Revenue,8.3
2004-09-30,Tennessee Valley Authority,2004,N,Subtotal,NA
2004-09-30,Tennessee Valley Authority,2004,N,Change in Assumptions,NA
2004-09-30,Tennessee Valley Authority,2004,N,Net Cost,0.3
2004-09-30,National Credit Union Administration,2004,N,Gross Cost,0.2
2004-09-30,National Credit Union Administration,2004,N,Earned Revenue,0.1
